x,y,z
0.294,0.122,3.0
0.296,-0.232,2.0
0.296,0.232,2.0
0.298,-0.399,0.8
0.298,0.399,0.8
0.303,-0.369,1.0
0.303,-0.114,3.0
0.303,0.114,3.0
0.303,0.369,1.0
0.31,-0.106,3.0
0.31,0.106,3.0
0.311,-0.421,0.6
0.311,0.421,0.6
0.312,-0.228,2.0
0.312,0.228,2.0
0.314,-0.101,3.0
0.314,0.101,3.0
0.323,-0.398,0.8
0.323,0.398,0.8
0.325,-0.224,2.0
0.325,0.224,2.0
0.326,-0.085,3.0
0.326,0.085,3.0
0.328,-0.368,1.0
0.328,0.368,1.0
0.331,-0.078,3.0
0.331,0.078,3.0
0.333,-0.074,3.0
0.333,0.074,3.0
0.335,-0.42,0.6
0.335,-0.221,2.0
0.335,0.221,2.0
0.335,0.42,0.6
0.336,-0.068,3.0
0.336,0.068,3.0
0.339,-0.063,3.0
0.339,0.063,3.0
0.34,-0.061,3.0
0.34,0.061,3.0
0.341,-0.057,3.0
0.341,0.057,3.0
0.346,-0.044,3.0
0.346,0.044,3.0
0.35,-0.027,3.0
0.35,0.027,3.0
0.351,-0.395,0.8
0.351,-0.02,3.0
0.351,0.02,3.0
0.351,0.395,0.8
0.352,-0.01,3.0
0.352,0.01,3.0
0.353,-0.0,3.0
0.356,-0.365,1.0
0.356,0.365,1.0
0.363,-0.212,2.0
0.363,0.212,2.0
0.364,-0.418,0.6
0.364,0.418,0.6
0.376,-0.392,0.8
0.376,0.392,0.8
0.378,-0.205,2.0
0.378,0.205,2.0
0.381,-0.362,1.0
0.381,0.362,1.0
0.389,-0.36,1.0
0.389,0.36,1.0
0.397,-0.359,1.0
0.397,-0.196,2.0
0.397,0.196,2.0
0.397,0.359,1.0
0.405,-0.47,0.2
0.405,-0.445,0.4
0.405,0.445,0.4
0.405,0.47,0.2
0.408,-0.191,2.0
0.408,0.191,2.0
0.409,-0.357,1.0
0.409,0.357,1.0
0.418,-0.185,2.0
0.418,0.185,2.0
0.419,-0.386,0.8
0.419,0.386,0.8
0.423,-0.354,1.0
0.423,0.354,1.0
0.434,-0.175,2.0
0.434,0.175,2.0
0.447,-0.166,2.0
0.447,0.166,2.0
0.452,-0.163,2.0
0.452,0.163,2.0
0.455,-0.348,1.0
0.455,0.348,1.0
0.457,-0.159,2.0
0.457,0.159,2.0
0.459,-0.379,0.8
0.459,0.379,0.8
0.462,-0.156,2.0
0.462,0.156,2.0
0.463,-0.406,0.6
0.463,0.406,0.6
0.466,-0.345,1.0
0.466,0.345,1.0
0.469,-0.15,2.0
0.469,0.15,2.0
0.475,-0.145,2.0
0.475,0.145,2.0
0.48,-0.341,1.0
0.48,-0.14,2.0
0.48,0.14,2.0
0.48,0.341,1.0
0.484,-0.375,0.8
0.484,0.375,0.8
0.485,-0.403,0.6
0.485,0.403,0.6
0.497,-0.123,2.0
0.497,0.123,2.0
0.5,-0.371,0.8
0.5,-0.335,1.0
0.5,0.335,1.0
0.5,0.371,0.8
0.508,-0.111,2.0
0.508,0.111,2.0
0.515,-0.369,0.8
0.515,-0.102,2.0
0.515,0.102,2.0
0.515,0.369,0.8
0.516,-0.33,1.0
0.516,0.33,1.0
0.528,-0.396,0.6
0.528,0.396,0.6
0.529,-0.082,2.0
0.529,0.082,2.0
0.533,-0.073,2.0
0.533,0.073,2.0
0.535,-0.324,1.0
0.535,0.324,1.0
0.538,-0.065,2.0
0.538,0.065,2.0
0.539,-0.363,0.8
0.539,0.363,0.8
0.54,-0.062,2.0
0.54,0.062,2.0
0.545,-0.051,2.0
0.545,0.051,2.0
0.547,-0.32,1.0
0.547,0.32,1.0
0.549,-0.433,0.4
0.549,0.433,0.4
0.551,-0.037,2.0
0.551,0.037,2.0
0.552,-0.318,1.0
0.552,-0.032,2.0
0.552,0.032,2.0
0.552,0.318,1.0
0.555,-0.016,2.0
0.555,-0.007,2.0
0.555,-0.0,2.0
0.555,0.007,2.0
0.555,0.016,2.0
0.56,-0.315,1.0
0.56,0.315,1.0
0.566,-0.431,0.4
0.566,0.431,0.4
0.569,-0.389,0.6
0.569,0.389,0.6
0.57,-0.311,1.0
0.57,0.311,1.0
0.58,-0.353,0.8
0.58,0.353,0.8
0.592,-0.302,1.0
0.592,0.302,1.0
0.601,-0.426,0.4
0.601,0.426,0.4
0.605,-0.382,0.6
0.605,0.382,0.6
0.613,-0.344,0.8
0.613,0.344,0.8
0.617,-0.291,1.0
0.617,0.291,1.0
0.627,-0.458,0.2
0.627,0.458,0.2
0.628,-0.285,1.0
0.628,0.285,1.0
0.632,-0.422,0.4
0.632,0.422,0.4
0.638,-0.374,0.6
0.638,0.374,0.6
0.639,-0.335,0.8
0.639,0.335,0.8
0.644,-0.277,1.0
0.644,0.277,1.0
0.653,-0.458,0.2
0.653,0.458,0.2
0.659,-0.328,0.8
0.659,0.328,0.8
0.66,-0.417,0.4
0.66,0.417,0.4
0.664,-0.266,1.0
0.664,0.266,1.0
0.666,-0.367,0.6
0.666,0.367,0.6
0.67,-0.415,0.4
0.67,0.415,0.4
0.672,-0.262,1.0
0.672,0.262,1.0
0.683,-0.456,0.2
0.683,-0.256,1.0
0.683,0.256,1.0
0.683,0.456,0.2
0.687,-0.317,0.8
0.687,0.317,0.8
0.69,-0.251,1.0
0.69,0.251,1.0
0.691,-0.36,0.6
0.691,0.36,0.6
0.699,-0.246,1.0
0.699,0.246,1.0
0.713,-0.305,0.8
0.713,0.305,0.8
0.714,-0.236,1.0
0.714,0.236,1.0
0.716,-0.406,0.4
0.716,0.406,0.4
0.723,-0.453,0.2
0.723,0.453,0.2
0.726,-0.349,0.6
0.726,-0.227,1.0
0.726,0.227,1.0
0.726,0.349,0.6
0.735,-0.22,1.0
0.735,0.22,1.0
0.744,-0.29,0.8
0.744,0.29,0.8
0.746,-0.4,0.4
0.746,0.4,0.4
0.747,-0.451,0.2
0.747,0.451,0.2
0.75,-0.208,1.0
0.75,0.208,1.0
0.757,-0.338,0.6
0.757,0.338,0.6
0.763,-0.198,1.0
0.763,0.198,1.0
0.776,-0.393,0.4
0.776,0.393,0.4
0.777,-0.184,1.0
0.777,0.184,1.0
0.784,-0.269,0.8
0.784,0.269,0.8
0.788,-0.447,0.2
0.788,0.447,0.2
0.793,-0.168,1.0
0.793,0.168,1.0
0.803,-0.319,0.6
0.803,-0.155,1.0
0.803,0.155,1.0
0.803,0.319,0.6
0.81,-0.147,1.0
0.81,0.147,1.0
0.813,-0.384,0.4
0.813,0.384,0.4
0.816,-0.138,1.0
0.816,0.138,1.0
0.82,-0.246,0.8
0.82,0.246,0.8
0.826,-0.308,0.6
0.826,-0.123,1.0
0.826,0.123,1.0
0.826,0.308,0.6
0.832,-0.442,0.2
0.832,0.442,0.2
0.842,-0.096,1.0
0.842,0.096,1.0
0.846,-0.088,1.0
0.846,0.088,1.0
0.848,-0.373,0.4
0.848,0.373,0.4
0.851,-0.296,0.6
0.851,-0.223,0.8
0.851,-0.078,1.0
0.851,0.078,1.0
0.851,0.223,0.8
0.851,0.296,0.6
0.858,-0.438,0.2
0.858,-0.058,1.0
0.858,0.058,1.0
0.858,0.438,0.2
0.861,-0.049,1.0
0.861,0.049,1.0
0.864,-0.037,1.0
0.864,0.037,1.0
0.866,-0.023,1.0
0.866,0.023,1.0
0.867,-0.009,1.0
0.867,0.009,1.0
0.868,0.0,1.0
0.878,-0.198,0.8
0.878,0.198,0.8
0.881,-0.279,0.6
0.881,0.279,0.6
0.885,-0.362,0.4
0.885,0.362,0.4
0.894,-0.18,0.8
0.894,0.18,0.8
0.895,-0.433,0.2
0.895,0.433,0.2
0.907,-0.166,0.8
0.907,0.166,0.8
0.912,-0.26,0.6
0.912,0.26,0.6
0.916,-0.152,0.8
0.916,0.152,0.8
0.924,-0.349,0.4
0.924,0.349,0.4
0.926,-0.428,0.2
0.926,0.428,0.2
0.932,-0.127,0.8
0.932,0.127,0.8
0.938,-0.243,0.6
0.938,0.243,0.6
0.947,-0.339,0.4
0.947,0.339,0.4
0.948,-0.094,0.8
0.948,0.094,0.8
0.954,-0.077,0.8
0.954,0.077,0.8
0.959,-0.058,0.8
0.959,0.058,0.8
0.961,-0.224,0.6
0.961,0.224,0.6
0.963,-0.038,0.8
0.963,0.038,0.8
0.965,-0.022,0.8
0.965,0.022,0.8
0.967,-0.42,0.2
0.967,0.0,0.8
0.967,0.42,0.2
0.983,-0.323,0.4
0.983,0.323,0.4
0.987,-0.201,0.6
0.987,0.201,0.6
1.007,-0.31,0.4
1.007,0.31,0.4
1.009,-0.411,0.2
1.009,-0.178,0.6
1.009,0.178,0.6
1.009,0.411,0.2
1.032,-0.297,0.4
1.032,0.297,0.4
1.038,-0.404,0.2
1.038,-0.139,0.6
1.038,0.139,0.6
1.038,0.404,0.2
1.055,-0.11,0.6
1.055,0.11,0.6
1.061,-0.28,0.4
1.061,0.28,0.4
1.064,-0.092,0.6
1.064,0.092,0.6
1.076,-0.052,0.6
1.076,0.052,0.6
1.079,-0.392,0.2
1.079,0.392,0.2
1.081,-0.033,0.6
1.081,0.033,0.6
1.083,-0.014,0.6
1.083,0.014,0.6
1.084,0.0,0.6
1.098,-0.255,0.4
1.098,0.255,0.4
1.124,-0.235,0.4
1.124,0.235,0.4
1.141,-0.373,0.2
1.141,0.373,0.2
1.149,-0.212,0.4
1.149,0.212,0.4
1.175,-0.187,0.4
1.175,0.187,0.4
1.176,-0.361,0.2
1.176,0.361,0.2
1.196,-0.163,0.4
1.196,0.163,0.4
1.212,-0.346,0.2
1.212,-0.141,0.4
1.212,0.141,0.4
1.212,0.346,0.2
