x,y,z
-0.904,-0.117,-0.4
-0.904,0.117,-0.4
-0.89,-0.424,-0.1
-0.89,0.424,-0.1
-0.883,-0.353,-0.2
-0.883,0.353,-0.2
-0.882,-0.264,-0.3
-0.882,0.264,-0.3
-0.879,-0.142,-0.4
-0.879,0.142,-0.4
-0.873,-0.426,-0.1
-0.873,0.426,-0.1
-0.854,-0.427,-0.1
-0.854,0.427,-0.1
-0.853,-0.163,-0.4
-0.853,0.163,-0.4
-0.848,-0.36,-0.2
-0.848,0.36,-0.2
-0.845,-0.276,-0.3
-0.845,0.276,-0.3
-0.834,-0.428,-0.1
-0.834,0.428,-0.1
-0.823,-0.183,-0.4
-0.823,0.183,-0.4
-0.818,-0.429,-0.1
-0.818,0.429,-0.1
-0.815,-0.366,-0.2
-0.815,0.366,-0.2
-0.813,-0.285,-0.3
-0.813,0.285,-0.3
-0.803,-0.43,-0.1
-0.803,0.43,-0.1
-0.797,0.0,-0.5
-0.792,-0.023,-0.5
-0.792,0.023,-0.5
-0.788,-0.43,-0.1
-0.788,0.43,-0.1
-0.787,-0.201,-0.4
-0.787,0.201,-0.4
-0.782,-0.048,-0.5
-0.782,0.048,-0.5
-0.778,-0.37,-0.2
-0.778,0.37,-0.2
-0.771,-0.293,-0.3
-0.771,0.293,-0.3
-0.763,-0.209,-0.4
-0.763,0.209,-0.4
-0.76,-0.076,-0.5
-0.76,0.076,-0.5
-0.739,-0.374,-0.2
-0.739,0.374,-0.2
-0.736,-0.097,-0.5
-0.736,0.097,-0.5
-0.729,-0.218,-0.4
-0.729,0.218,-0.4
-0.727,-0.433,-0.1
-0.727,0.433,-0.1
-0.713,-0.432,-0.1
-0.713,0.432,-0.1
-0.706,-0.374,-0.2
-0.706,0.374,-0.2
-0.701,-0.302,-0.3
-0.701,0.302,-0.3
-0.7,-0.113,-0.5
-0.7,0.113,-0.5
-0.699,-0.432,-0.1
-0.699,0.432,-0.1
-0.695,-0.224,-0.4
-0.695,0.224,-0.4
-0.678,-0.432,-0.1
-0.678,0.432,-0.1
-0.674,-0.373,-0.2
-0.674,0.373,-0.2
-0.667,-0.122,-0.5
-0.667,0.122,-0.5
-0.658,-0.432,-0.1
-0.658,-0.303,-0.3
-0.658,0.303,-0.3
-0.658,0.432,-0.1
-0.657,-0.227,-0.4
-0.657,0.227,-0.4
-0.641,-0.432,-0.1
-0.641,0.432,-0.1
-0.636,-0.369,-0.2
-0.636,0.369,-0.2
-0.635,-0.126,-0.5
-0.635,0.126,-0.5
-0.625,-0.432,-0.1
-0.625,0.432,-0.1
-0.621,-0.299,-0.3
-0.621,0.299,-0.3
-0.614,-0.222,-0.4
-0.614,0.222,-0.4
-0.61,-0.432,-0.1
-0.61,0.432,-0.1
-0.598,-0.363,-0.2
-0.598,-0.125,-0.5
-0.598,0.125,-0.5
-0.598,0.363,-0.2
-0.594,-0.432,-0.1
-0.594,0.432,-0.1
-0.584,-0.289,-0.3
-0.584,0.289,-0.3
-0.583,-0.213,-0.4
-0.583,0.213,-0.4
-0.58,-0.432,-0.1
-0.58,0.432,-0.1
-0.566,-0.355,-0.2
-0.566,-0.115,-0.5
-0.566,0.115,-0.5
-0.566,0.355,-0.2
-0.564,-0.43,-0.1
-0.564,0.43,-0.1
-0.548,-0.274,-0.3
-0.548,-0.198,-0.4
-0.548,0.198,-0.4
-0.548,0.274,-0.3
-0.547,-0.427,-0.1
-0.547,0.427,-0.1
-0.545,-0.104,-0.5
-0.545,0.104,-0.5
-0.53,-0.341,-0.2
-0.53,0.341,-0.2
-0.529,-0.422,-0.1
-0.529,0.422,-0.1
-0.525,-0.088,-0.5
-0.525,0.088,-0.5
-0.518,-0.181,-0.4
-0.518,0.181,-0.4
-0.517,-0.257,-0.3
-0.517,0.257,-0.3
-0.514,-0.417,-0.1
-0.514,0.417,-0.1
-0.512,-0.074,-0.5
-0.512,0.074,-0.5
-0.501,-0.411,-0.1
-0.501,0.411,-0.1
-0.499,-0.321,-0.2
-0.499,0.321,-0.2
-0.496,-0.05,-0.5
-0.496,0.05,-0.5
-0.487,-0.029,-0.5
-0.487,0.029,-0.5
-0.486,-0.235,-0.3
-0.486,0.235,-0.3
-0.485,-0.156,-0.4
-0.485,0.156,-0.4
-0.484,-0.402,-0.1
-0.484,0.402,-0.1
-0.482,-0.005,-0.5
-0.482,0.005,-0.5
-0.472,-0.299,-0.2
-0.472,0.299,-0.2
-0.471,-0.392,-0.1
-0.471,0.392,-0.1
-0.462,-0.131,-0.4
-0.462,0.131,-0.4
-0.46,-0.205,-0.3
-0.46,0.205,-0.3
-0.458,-0.38,-0.1
-0.458,0.38,-0.1
-0.448,-0.273,-0.2
-0.448,0.273,-0.2
-0.446,-0.365,-0.1
-0.446,0.365,-0.1
-0.441,-0.107,-0.4
-0.441,0.107,-0.4
-0.44,-0.18,-0.3
-0.44,0.18,-0.3
-0.437,-0.353,-0.1
-0.437,0.353,-0.1
-0.427,-0.337,-0.1
-0.427,-0.245,-0.2
-0.427,0.245,-0.2
-0.427,0.337,-0.1
-0.422,-0.077,-0.4
-0.422,0.077,-0.4
-0.419,-0.154,-0.3
-0.419,0.154,-0.3
-0.418,-0.319,-0.1
-0.418,0.319,-0.1
-0.411,-0.219,-0.2
-0.411,0.219,-0.2
-0.409,-0.303,-0.1
-0.409,0.303,-0.1
-0.406,-0.039,-0.4
-0.406,0.039,-0.4
-0.401,-0.289,-0.1
-0.401,0.289,-0.1
-0.4,-0.008,-0.4
-0.4,0.0,-0.4
-0.4,0.008,-0.4
-0.395,-0.118,-0.3
-0.395,0.118,-0.3
-0.394,-0.273,-0.1
-0.394,-0.188,-0.2
-0.394,0.188,-0.2
-0.394,0.273,-0.1
-0.387,-0.259,-0.1
-0.387,0.259,-0.1
-0.379,-0.244,-0.1
-0.379,0.244,-0.1
-0.378,-0.158,-0.2
-0.378,-0.09,-0.3
-0.378,0.09,-0.3
-0.378,0.158,-0.2
-0.377,-0.5,0.1
-0.377,0.5,0.1
-0.376,-0.452,0.1
-0.376,0.452,0.1
-0.373,-0.229,-0.1
-0.373,0.229,-0.1
-0.365,-0.304,0.1
-0.365,-0.211,-0.1
-0.365,-0.059,-0.3
-0.365,0.059,-0.3
-0.365,0.211,-0.1
-0.365,0.304,0.1
-0.364,-0.128,-0.2
-0.364,0.128,-0.2
-0.363,-0.293,0.1
-0.363,0.293,0.1
-0.359,-0.197,-0.1
-0.359,0.197,-0.1
-0.357,-0.021,-0.3
-0.357,0.021,-0.3
-0.356,0.0,-0.3
-0.353,-0.182,-0.1
-0.353,0.182,-0.1
-0.347,-0.092,-0.2
-0.347,0.092,-0.2
-0.345,-0.165,-0.1
-0.345,0.165,-0.1
-0.338,-0.146,-0.1
-0.338,0.146,-0.1
-0.337,-0.059,-0.2
-0.337,0.059,-0.2
-0.332,-0.129,-0.1
-0.332,-0.032,-0.2
-0.332,0.032,-0.2
-0.332,0.129,-0.1
-0.329,0.0,-0.2
-0.326,-0.113,-0.1
-0.326,0.113,-0.1
-0.32,-0.094,-0.1
-0.32,0.094,-0.1
-0.316,-0.078,-0.1
-0.316,0.078,-0.1
-0.313,-0.062,-0.1
-0.313,0.062,-0.1
-0.31,-0.044,-0.1
-0.31,0.044,-0.1
-0.309,-0.112,0.1
-0.309,0.112,0.1
-0.307,-0.027,-0.1
-0.307,0.027,-0.1
-0.306,0.0,-0.1
-0.303,-0.095,0.1
-0.303,0.095,0.1
-0.284,-0.01,0.1
-0.284,0.0,0.1
-0.284,0.01,0.1
-0.244,-0.23,0.5
-0.244,-0.221,0.5
-0.244,0.221,0.5
-0.244,0.23,0.5
-0.243,-0.25,0.5
-0.243,-0.195,0.5
-0.243,0.195,0.5
-0.243,0.25,0.5
-0.242,-0.184,0.5
-0.242,0.184,0.5
-0.24,-0.266,0.5
-0.24,-0.166,0.5
-0.24,0.166,0.5
-0.24,0.266,0.5
-0.237,-0.281,0.5
-0.237,-0.15,0.5
-0.237,0.15,0.5
-0.237,0.281,0.5
-0.234,-0.293,0.5
-0.234,0.293,0.5
-0.233,-0.132,0.5
-0.233,0.132,0.5
-0.23,-0.121,0.5
-0.23,0.121,0.5
-0.227,-0.31,0.5
-0.227,0.31,0.5
-0.226,-0.105,0.5
-0.226,0.105,0.5
-0.222,-0.091,0.5
-0.222,0.091,0.5
-0.217,-0.33,0.5
-0.217,0.33,0.5
-0.216,-0.072,0.5
-0.216,0.072,0.5
-0.212,-0.056,0.5
-0.212,0.056,0.5
-0.21,-0.339,0.5
-0.21,0.339,0.5
-0.208,-0.039,0.5
-0.208,0.039,0.5
-0.207,-0.343,0.5
-0.207,0.343,0.5
-0.206,-0.021,0.5
-0.206,0.021,0.5
-0.205,-0.007,0.5
-0.205,0.0,0.5
-0.205,0.007,0.5
-0.199,-0.351,0.5
-0.199,0.351,0.5
-0.188,-0.362,0.5
-0.188,0.362,0.5
-0.18,-0.368,0.5
-0.18,0.368,0.5
-0.171,-0.102,1.0
-0.171,0.102,1.0
-0.17,-0.375,0.5
-0.17,0.375,0.5
-0.166,-0.086,1.0
-0.166,0.086,1.0
-0.162,-0.38,0.5
-0.162,0.38,0.5
-0.154,-0.019,1.0
-0.154,0.019,1.0
-0.153,0.0,1.0
-0.148,-0.276,1.0
-0.148,0.276,1.0
-0.146,-0.389,0.5
-0.146,0.389,0.5
-0.144,-0.28,1.0
-0.144,0.28,1.0
-0.136,-0.289,1.0
-0.136,0.289,1.0
-0.128,-0.297,1.0
-0.128,0.297,1.0
-0.126,-0.398,0.5
-0.126,0.398,0.5
-0.115,-0.308,1.0
-0.115,0.308,1.0
-0.105,-0.112,2.0
-0.105,-0.099,2.0
-0.105,0.099,2.0
-0.105,0.112,2.0
-0.103,-0.407,0.5
-0.103,-0.088,2.0
-0.103,0.088,2.0
-0.103,0.407,0.5
-0.099,-0.158,2.0
-0.099,0.158,2.0
-0.095,-0.409,0.5
-0.095,0.409,0.5
-0.094,-0.167,2.0
-0.094,0.167,2.0
-0.072,-0.415,0.5
-0.072,0.415,0.5
-0.063,-0.416,0.5
-0.063,0.416,0.5
-0.058,-0.097,3.0
-0.058,-0.095,3.0
-0.058,0.095,3.0
-0.058,0.097,3.0
-0.057,-0.102,3.0
-0.057,0.102,3.0
-0.041,-0.42,0.5
-0.041,0.42,0.5
-0.032,-0.015,4.0
-0.032,0.0,4.0
-0.032,0.015,4.0
-0.029,-0.421,0.5
-0.029,0.421,0.5
-0.02,-0.009,5.0
-0.02,0.009,5.0
-0.019,0.0,5.0
-0.016,-0.051,5.0
-0.016,0.051,5.0
-0.013,-0.03,6.0
-0.013,0.03,6.0
-0.012,-0.013,6.0
-0.012,0.013,6.0
-0.011,-0.139,3.0
-0.011,-0.034,6.0
-0.011,0.034,6.0
-0.011,0.139,3.0
-0.01,-0.422,0.5
-0.01,-0.085,4.0
-0.01,0.0,6.0
-0.01,0.085,4.0
-0.01,0.422,0.5
-0.009,-0.343,1.0
-0.009,0.343,1.0
-0.008,-0.226,2.0
-0.008,-0.055,5.0
-0.008,0.055,5.0
-0.008,0.226,2.0
-0.005,-0.056,5.0
-0.005,-0.038,6.0
-0.005,0.038,6.0
-0.005,0.056,5.0
-0.003,-0.422,0.5
-0.003,0.422,0.5
-0.002,-0.087,4.0
-0.002,0.087,4.0
0.0,-0.422,0.5
0.0,-0.343,1.0
0.0,-0.226,2.0
0.0,-0.139,3.0
0.0,-0.087,4.0
0.0,-0.056,5.0
0.0,-0.038,6.0
0.0,0.038,6.0
0.0,0.056,5.0
0.0,0.087,4.0
0.0,0.139,3.0
0.0,0.226,2.0
0.0,0.343,1.0
0.0,0.422,0.5
0.002,-0.087,4.0
0.002,0.087,4.0
0.003,-0.422,0.5
0.003,0.422,0.5
0.005,-0.056,5.0
0.005,-0.038,6.0
0.005,0.038,6.0
0.005,0.056,5.0
0.008,-0.226,2.0
0.008,-0.055,5.0
0.008,0.055,5.0
0.008,0.226,2.0
0.009,-0.343,1.0
0.009,0.343,1.0
0.01,-0.422,0.5
0.01,-0.085,4.0
0.01,0.0,6.0
0.01,0.085,4.0
0.01,0.422,0.5
0.011,-0.139,3.0
0.011,-0.034,6.0
0.011,0.034,6.0
0.011,0.139,3.0
0.012,-0.013,6.0
0.012,0.013,6.0
0.013,-0.03,6.0
0.013,0.03,6.0
0.016,-0.051,5.0
0.016,0.051,5.0
0.019,0.0,5.0
0.02,-0.009,5.0
0.02,0.009,5.0
0.029,-0.421,0.5
0.029,0.421,0.5
0.032,-0.015,4.0
0.032,0.0,4.0
0.032,0.015,4.0
0.041,-0.42,0.5
0.041,0.42,0.5
0.057,-0.102,3.0
0.057,0.102,3.0
0.058,-0.097,3.0
0.058,-0.095,3.0
0.058,0.095,3.0
0.058,0.097,3.0
0.063,-0.416,0.5
0.063,0.416,0.5
0.072,-0.415,0.5
0.072,0.415,0.5
0.094,-0.167,2.0
0.094,0.167,2.0
0.095,-0.409,0.5
0.095,0.409,0.5
0.099,-0.158,2.0
0.099,0.158,2.0
0.103,-0.407,0.5
0.103,-0.088,2.0
0.103,0.088,2.0
0.103,0.407,0.5
0.105,-0.112,2.0
0.105,-0.099,2.0
0.105,0.099,2.0
0.105,0.112,2.0
0.115,-0.308,1.0
0.115,0.308,1.0
0.126,-0.398,0.5
0.126,0.398,0.5
0.128,-0.297,1.0
0.128,0.297,1.0
0.136,-0.289,1.0
0.136,0.289,1.0
0.144,-0.28,1.0
0.144,0.28,1.0
0.146,-0.389,0.5
0.146,0.389,0.5
0.148,-0.276,1.0
0.148,0.276,1.0
0.153,0.0,1.0
0.154,-0.019,1.0
0.154,0.019,1.0
0.162,-0.38,0.5
0.162,0.38,0.5
0.166,-0.086,1.0
0.166,0.086,1.0
0.17,-0.375,0.5
0.17,0.375,0.5
0.171,-0.102,1.0
0.171,0.102,1.0
0.18,-0.368,0.5
0.18,0.368,0.5
0.188,-0.362,0.5
0.188,0.362,0.5
0.199,-0.351,0.5
0.199,0.351,0.5
0.205,-0.007,0.5
0.205,0.0,0.5
0.205,0.007,0.5
0.206,-0.021,0.5
0.206,0.021,0.5
0.207,-0.343,0.5
0.207,0.343,0.5
0.208,-0.039,0.5
0.208,0.039,0.5
0.21,-0.339,0.5
0.21,0.339,0.5
0.212,-0.056,0.5
0.212,0.056,0.5
0.216,-0.072,0.5
0.216,0.072,0.5
0.217,-0.33,0.5
0.217,0.33,0.5
0.222,-0.091,0.5
0.222,0.091,0.5
0.226,-0.105,0.5
0.226,0.105,0.5
0.227,-0.31,0.5
0.227,0.31,0.5
0.23,-0.121,0.5
0.23,0.121,0.5
0.233,-0.132,0.5
0.233,0.132,0.5
0.234,-0.293,0.5
0.234,0.293,0.5
0.237,-0.281,0.5
0.237,-0.15,0.5
0.237,0.15,0.5
0.237,0.281,0.5
0.24,-0.266,0.5
0.24,-0.166,0.5
0.24,0.166,0.5
0.24,0.266,0.5
0.242,-0.184,0.5
0.242,0.184,0.5
0.243,-0.25,0.5
0.243,-0.195,0.5
0.243,0.195,0.5
0.243,0.25,0.5
0.244,-0.23,0.5
0.244,-0.221,0.5
0.244,0.221,0.5
0.244,0.23,0.5
0.284,-0.01,0.1
0.284,0.0,0.1
0.284,0.01,0.1
0.303,-0.095,0.1
0.303,0.095,0.1
0.306,0.0,-0.1
0.307,-0.027,-0.1
0.307,0.027,-0.1
0.309,-0.112,0.1
0.309,0.112,0.1
0.31,-0.044,-0.1
0.31,0.044,-0.1
0.313,-0.062,-0.1
0.313,0.062,-0.1
0.316,-0.078,-0.1
0.316,0.078,-0.1
0.32,-0.094,-0.1
0.32,0.094,-0.1
0.326,-0.113,-0.1
0.326,0.113,-0.1
0.329,0.0,-0.2
0.332,-0.129,-0.1
0.332,-0.032,-0.2
0.332,0.032,-0.2
0.332,0.129,-0.1
0.337,-0.059,-0.2
0.337,0.059,-0.2
0.338,-0.146,-0.1
0.338,0.146,-0.1
0.345,-0.165,-0.1
0.345,0.165,-0.1
0.347,-0.092,-0.2
0.347,0.092,-0.2
0.353,-0.182,-0.1
0.353,0.182,-0.1
0.356,0.0,-0.3
0.357,-0.021,-0.3
0.357,0.021,-0.3
0.359,-0.197,-0.1
0.359,0.197,-0.1
0.363,-0.293,0.1
0.363,0.293,0.1
0.364,-0.128,-0.2
0.364,0.128,-0.2
0.365,-0.304,0.1
0.365,-0.211,-0.1
0.365,-0.059,-0.3
0.365,0.059,-0.3
0.365,0.211,-0.1
0.365,0.304,0.1
0.373,-0.229,-0.1
0.373,0.229,-0.1
0.376,-0.452,0.1
0.376,0.452,0.1
0.377,-0.5,0.1
0.377,0.5,0.1
0.378,-0.158,-0.2
0.378,-0.09,-0.3
0.378,0.09,-0.3
0.378,0.158,-0.2
0.379,-0.244,-0.1
0.379,0.244,-0.1
0.387,-0.259,-0.1
0.387,0.259,-0.1
0.394,-0.273,-0.1
0.394,-0.188,-0.2
0.394,0.188,-0.2
0.394,0.273,-0.1
0.395,-0.118,-0.3
0.395,0.118,-0.3
0.4,-0.008,-0.4
0.4,0.0,-0.4
0.4,0.008,-0.4
0.401,-0.289,-0.1
0.401,0.289,-0.1
0.406,-0.039,-0.4
0.406,0.039,-0.4
0.409,-0.303,-0.1
0.409,0.303,-0.1
0.411,-0.219,-0.2
0.411,0.219,-0.2
0.418,-0.319,-0.1
0.418,0.319,-0.1
0.419,-0.154,-0.3
0.419,0.154,-0.3
0.422,-0.077,-0.4
0.422,0.077,-0.4
0.427,-0.337,-0.1
0.427,-0.245,-0.2
0.427,0.245,-0.2
0.427,0.337,-0.1
0.437,-0.353,-0.1
0.437,0.353,-0.1
0.44,-0.18,-0.3
0.44,0.18,-0.3
0.441,-0.107,-0.4
0.441,0.107,-0.4
0.446,-0.365,-0.1
0.446,0.365,-0.1
0.448,-0.273,-0.2
0.448,0.273,-0.2
0.458,-0.38,-0.1
0.458,0.38,-0.1
0.46,-0.205,-0.3
0.46,0.205,-0.3
0.462,-0.131,-0.4
0.462,0.131,-0.4
0.471,-0.392,-0.1
0.471,0.392,-0.1
0.472,-0.299,-0.2
0.472,0.299,-0.2
0.482,-0.005,-0.5
0.482,0.005,-0.5
0.484,-0.402,-0.1
0.484,0.402,-0.1
0.485,-0.156,-0.4
0.485,0.156,-0.4
0.486,-0.235,-0.3
0.486,0.235,-0.3
0.487,-0.029,-0.5
0.487,0.029,-0.5
0.496,-0.05,-0.5
0.496,0.05,-0.5
0.499,-0.321,-0.2
0.499,0.321,-0.2
0.501,-0.411,-0.1
0.501,0.411,-0.1
0.512,-0.074,-0.5
0.512,0.074,-0.5
0.514,-0.417,-0.1
0.514,0.417,-0.1
0.517,-0.257,-0.3
0.517,0.257,-0.3
0.518,-0.181,-0.4
0.518,0.181,-0.4
0.525,-0.088,-0.5
0.525,0.088,-0.5
0.529,-0.422,-0.1
0.529,0.422,-0.1
0.53,-0.341,-0.2
0.53,0.341,-0.2
0.545,-0.104,-0.5
0.545,0.104,-0.5
0.547,-0.427,-0.1
0.547,0.427,-0.1
0.548,-0.274,-0.3
0.548,-0.198,-0.4
0.548,0.198,-0.4
0.548,0.274,-0.3
0.564,-0.43,-0.1
0.564,0.43,-0.1
0.566,-0.355,-0.2
0.566,-0.115,-0.5
0.566,0.115,-0.5
0.566,0.355,-0.2
0.58,-0.432,-0.1
0.58,0.432,-0.1
0.583,-0.213,-0.4
0.583,0.213,-0.4
0.584,-0.289,-0.3
0.584,0.289,-0.3
0.594,-0.432,-0.1
0.594,0.432,-0.1
0.598,-0.363,-0.2
0.598,-0.125,-0.5
0.598,0.125,-0.5
0.598,0.363,-0.2
0.61,-0.432,-0.1
0.61,0.432,-0.1
0.614,-0.222,-0.4
0.614,0.222,-0.4
0.621,-0.299,-0.3
0.621,0.299,-0.3
0.625,-0.432,-0.1
0.625,0.432,-0.1
0.635,-0.126,-0.5
0.635,0.126,-0.5
0.636,-0.369,-0.2
0.636,0.369,-0.2
0.641,-0.432,-0.1
0.641,0.432,-0.1
0.657,-0.227,-0.4
0.657,0.227,-0.4
0.658,-0.432,-0.1
0.658,-0.303,-0.3
0.658,0.303,-0.3
0.658,0.432,-0.1
0.667,-0.122,-0.5
0.667,0.122,-0.5
0.674,-0.373,-0.2
0.674,0.373,-0.2
0.678,-0.432,-0.1
0.678,0.432,-0.1
0.695,-0.224,-0.4
0.695,0.224,-0.4
0.699,-0.432,-0.1
0.699,0.432,-0.1
0.7,-0.113,-0.5
0.7,0.113,-0.5
0.701,-0.302,-0.3
0.701,0.302,-0.3
0.706,-0.374,-0.2
0.706,0.374,-0.2
0.713,-0.432,-0.1
0.713,0.432,-0.1
0.727,-0.433,-0.1
0.727,0.433,-0.1
0.729,-0.218,-0.4
0.729,0.218,-0.4
0.736,-0.097,-0.5
0.736,0.097,-0.5
0.739,-0.374,-0.2
0.739,0.374,-0.2
0.76,-0.076,-0.5
0.76,0.076,-0.5
0.763,-0.209,-0.4
0.763,0.209,-0.4
0.771,-0.293,-0.3
0.771,0.293,-0.3
0.778,-0.37,-0.2
0.778,0.37,-0.2
0.782,-0.048,-0.5
0.782,0.048,-0.5
0.787,-0.201,-0.4
0.787,0.201,-0.4
0.788,-0.43,-0.1
0.788,0.43,-0.1
0.792,-0.023,-0.5
0.792,0.023,-0.5
0.797,0.0,-0.5
0.803,-0.43,-0.1
0.803,0.43,-0.1
0.813,-0.285,-0.3
0.813,0.285,-0.3
0.815,-0.366,-0.2
0.815,0.366,-0.2
0.818,-0.429,-0.1
0.818,0.429,-0.1
0.823,-0.183,-0.4
0.823,0.183,-0.4
0.834,-0.428,-0.1
0.834,0.428,-0.1
0.845,-0.276,-0.3
0.845,0.276,-0.3
0.848,-0.36,-0.2
0.848,0.36,-0.2
0.853,-0.163,-0.4
0.853,0.163,-0.4
0.854,-0.427,-0.1
0.854,0.427,-0.1
0.873,-0.426,-0.1
0.873,0.426,-0.1
0.879,-0.142,-0.4
0.879,0.142,-0.4
0.882,-0.264,-0.3
0.882,0.264,-0.3
0.883,-0.353,-0.2
0.883,0.353,-0.2
0.89,-0.424,-0.1
0.89,0.424,-0.1
0.904,-0.117,-0.4
0.904,0.117,-0.4
0.905,-0.422,-0.1
0.905,0.422,-0.1
0.916,-0.25,-0.3
0.916,0.25,-0.3
0.922,-0.341,-0.2
0.922,0.341,-0.2
0.924,-0.09,-0.4
0.924,0.09,-0.4
0.925,-0.421,-0.1
0.925,0.421,-0.1
0.942,-0.419,-0.1
0.942,0.419,-0.1
0.945,-0.053,-0.4
0.945,0.053,-0.4
0.95,-0.232,-0.3
0.95,0.232,-0.3
0.952,-0.022,-0.4
0.952,0.022,-0.4
0.953,-0.332,-0.2
0.953,0.332,-0.2
0.954,0.0,-0.4
0.961,-0.417,-0.1
0.961,0.417,-0.1
0.982,-0.21,-0.3
0.982,0.21,-0.3
0.983,-0.321,-0.2
0.983,0.321,-0.2
1.007,-0.191,-0.3
1.007,0.191,-0.3
1.008,-0.311,-0.2
1.008,0.311,-0.2
1.037,-0.164,-0.3
1.037,0.164,-0.3
1.05,-0.292,-0.2
1.05,0.292,-0.2
1.064,-0.136,-0.3
1.064,0.136,-0.3
1.08,-0.279,-0.2
1.08,0.279,-0.2
1.088,-0.107,-0.3
1.088,0.107,-0.3
1.097,-0.395,-0.1
1.097,0.395,-0.1
1.105,-0.075,-0.3
1.105,0.075,-0.3
1.112,-0.262,-0.2
1.112,0.262,-0.2
1.115,-0.042,-0.3
1.115,0.042,-0.3
1.12,-0.011,-0.3
1.12,0.0,-0.3
1.12,0.011,-0.3
1.133,-0.387,-0.1
1.133,0.387,-0.1
1.138,-0.248,-0.2
1.138,0.248,-0.2
1.165,-0.231,-0.2
1.165,0.231,-0.2
1.167,-0.377,-0.1
1.167,0.377,-0.1
1.193,-0.37,-0.1
1.193,0.37,-0.1
1.194,-0.212,-0.2
1.194,0.212,-0.2
1.225,-0.192,-0.2
1.225,0.192,-0.2
1.23,-0.359,-0.1
1.23,0.359,-0.1
1.257,-0.35,-0.1
1.257,-0.172,-0.2
1.257,0.172,-0.2
1.257,0.35,-0.1
